LIST AKL PRODUCT ;;;;AKL EXPIRED;;;;
;;;;;;;;
Kode;Nama product;Kelompok;AKL NO;Expired AKL;Lampiran;Category;Vendor;Keterangan
MRID.105-003724-1;M-52DIFF Lyse (500mL);;AKL 20208810658;21/05/23;;;MRID;
MRID.105-004045-00;M-52D diluent (20L);;AKL 20208810608;21/05/23;;;MRID;
MRID.105-004307-1;M-52LH Lyse (100mL);;AKL 20208810069;01/04/27;;;MRID;
MRID.3008B-PA00113;BC-20s;;AKL 20205514459;10/04/24;;;MRID;
MRID.3008B-PA00114;BC-30s;;AKL 20205514002;10/04/24;;;MRID;
MRID.3107B-PA00129;BC-5150;;AKL 20205412482;21/05/23;;;MRID;
MRID.3107B-PA00168;BC-5000;;AKL 20205412483;21/05/23;;;MRID;
MRID.A12-000046-1;M-30P Probe Cleanser (17ml);;AKL 10204112944;29/06/25;;;MRID;
MRID.A12-000047-00;M-30D Diluent (20L);;AKL 20208123626;02/11/25;;;MRID;
MRID.A12-000084-00;M-30CFL Lyse (500ml);;AKL 20208911844;17/05/23;;;MRID;
MRID.BA89B-PA00002;BA-88A;;AKL 10102110566;10/04/24;;;MRID;
NII.VEC;Vein Eye Carry;;-;;;;NII;
NII.VYHC;Vein Eye HC (Hospital Cart Model);;-;;;Unit;NII;
NOX.034-20-01010-V;Calibration Gas - 10ppm NO2 in Air. 34ltr Disposable Cylinder Filed with 27ltr Gas;;-;;;;NOX;
NOX.CON178#;NIST Oxygen Hose for NOxMixer - Please Specify Wall Connection;;-;;;;NOX;
NOX.DC-I;NOxBOXi Intelligent Delivery and Monitor System;;-;;;;NOX;
NOX.KIT-1-10;Single use 10mm delivery and sampling kit;;-;;;;NOX;
NOX.KIT-2-12;Single use 12mm delivery and sampling kit;;-;;;;NOX;
NOX.KIT-2-15;Single use 15mm delivery and sampling kit;;-;;;;NOX;
NOX.KIT-2-22;Single use 22mm delivery and sampling kit;;-;;;;NOX;
NOX.NOXBOXI-CALKIT;Calibration kit for NOxBOXi;;-;;;;NOX;
NOX.NOXBOXI-SEN-KIT;24 months service kit - includes: NOXBOX-SERV-KIT, NOXBOXI-NO, NO2 & O2 sensors & NOXBOXI-ZEROSO;;-;;;;NOX;
NOX.NOXBOXI-SERV-KIT;12 months service kit - includes: NOXBOXI -BAT, NOXBOXI-WATER-TRAP, NOXBOXI-PUMP, FXS515, FIL011, FIL056, FIL058, FIL060;;-;;;;NOX;
NOX.PUMP-FLO-MTR;Flow Meter for pump calibration;;-;;;;NOX;
NOX.REG091;Noxboxi Regulator Gas BS14;;-;;;;NOX;
NSPR.314000;Nspire Koko Legend Spirometer;;-;;;Unit;NSPR;
NSPR.347005;Nspire Piko-6;;-;;;Unit;NSPR;
NSPR.510000;Nspire Calibration Syringe 3L;;-;;;Aksesoris;NSPR;
NSPR.600-101;Nspire Pocket Peak;;-;;;Unit;NSPR;
NSPR.600-30F;Nspire One Way Valve (100s);;-;;;Consumable;NSPR;
NX.BAT;Noxboxi Battery;;-;;;;NOX;
NX.CLK0;Noxboxi Calibration Kit w/o Gas;;-;;;;NOX;
NX.CLK1;Noxboxi Calibration kit for NOXBOXi - w/gas;;-;;;Aksesoris;NOX;
NX.EMER;Noxboxi Tubbing for connection betwen NOXMIX and NOXFLOW during back up mode;;-;;;;NOX;
NX.F063;Noxboxi Disk Filter 25mm for Water Trap;;-;;v;Aksesoris;NOX;
NX.FIL011;Noxboxi Pump Filter;;-;;;;NOX;
NX.FIL056;Noxboxi Needle Valve Filter;;-;;;;NOX;
NX.FIL058;Noxboxi Pump Orifice Restrictor;;-;;;;NOX;
NX.FIL060;Noxboxi Filter 5 Micron 970;;-;;;;NOX;
NX.FXS515;Noxboxi Naflon Tubing;;-;;;;NOX;
NX.FXS555;Noxboxi Valve one-way 22mm for use w/ HFO ventilators;;-;;v;Aksesoris;NOX;
NX.NO;Noxboxi Sensor NO;;-;;;;NOX;
NX.NO2;Noxboxi Sensor NO2;;-;;;;NOX;
NX.NOXAIR-NO2-V;Noxboxi Alarm Gas Detector for NO2 0-20Ppm;;-;;;;NOX;
NX.NOXAIR-NO-V;Noxboxi Alarm Gas Detector for NO 0-250Ppm;;-;;;;NOX;
NX.NOXBOXI-SERV;Noxboxi Annual service and calibration at NOxBOX Ltd, UK;;-;;;;NOX;
NX.O2;Noxboxi Sensor O2;;-;;;;NOX;
NX.PUMP;Noxboxi Pump;;-;;;;NOX;
NX.TST;Noxboxi Test Kit w/ NOXFLOW;;-;;;;NOX;
NX.WTRTRAP;Noxboxi Water Trap;;-;;v;Consumable;NOX;
NX.ZEROSOL;Noxboxi Zeroing Solenoid;;-;;;Consumable;NOX;
OPT.B2LL.M;Optec Prefab AFO Long Foot (Left) Nr. M;;-;;;Unit;OPT;
OPT.B2LR.L;Optec Prefab AFO Long Foot (Right) Nr. L;;-;;;Unit;OPT;
OPT.EV-201BL.L/XL;Optec Evotec BLACK Nr. L / XL;;-;;;Unit;OPT;
OPT.GLACLLR,XL;Optec Gladiator, Acl Lite ( Right ) Nr. XL;;-;;;Unit;OPT;
OPT.GLAROMPS.L;Optec Gladiator , Romps, Nr. L;;-;;;Unit;OPT;
OPT.PFS.S;Optec Plantar Fasciitis Night Splint Nr. S / with Top Cushion;;-;;;Unit;OPT;
OPT.PG174;Optec Cervical Collar w/Thoracic Extension;;-;;;Unit;OPT;
OPT.STAXLPSM/MD;Optec Stealth Air, X LP, SM/MD;;-;;;Unit;OPT;
OPT.VEN1XLSO;Optec VENUM 1 X, LSO;;-;;;Unit;OPT;
OPT.VMLS.L/XL;Optec VertaMax Nr. L / XL;;-;;;Unit;OPT;
ORF.21020E;Orfit Workshop Syllabus : General Splinting Rasionales;;-;;;;ORF;
ORF.21021E;Orfit Splinting Guide;;-;;;;ORF;
ORF.35003G;Orfit Marker Yellow;;-;;;;ORF;
ORF.35064;Orfit Cogged Scissors;;-;;;;ORF;
ORF.35066;Orfit Gingher Shears;;-;;;;ORF;
ORF.35067;Orfit Bandage Scissors;;-;;;;ORF;
ORF.35069;Orfit Sharp Scissors - Curved;;-;;;;ORF;
ORF.35097-221;Orfit Suspan 1 : Waterbath Large 220V;;-;;;;ORF;
ORF.35097-230-1401;Orfit Water Bath Large 230V/1400W;;-;;;;ORF;
ORF.35105;Orfit Dynamometer;;-;;;;ORF;
ORF.35352;Orfit Heat Gun HG-2000E;;-;;;;ORF;
ORF.35400H;Orfit Hook Tape Standard - 25m roll - white;;-;;;;ORF;
ORF.35400L;Orfit Loop Tape Standard - 25m roll - white;;-;;;;ORF;
ORF.35411H;Orfit Hook Tape Standard - 25m roll - beige;;-;;;;ORF;
ORF.35411L;Orfit Loop Tape Standard - 25m roll - beige;;-;;;;ORF;
ORF.35600E;Orfit Book : Therapeutic Hand Splints, Vol.1;;-;;;;ORF;
ORF.35606E;Orfit Book : Therapeutic Hand Splints, Vol.2;;-;;;;ORF;
ORF.35810;Orfit Small Thumb Post Splint Orfit Classic 1,6mm Micro Perfo;;-;;;;ORF;
ORF.35811;Orfit Medium Thumb Post Splint Orfit Classic 1,6mm Micro Perfo;;-;;;;ORF;
ORF.35812;Orfit Large Thumb Post Splint Orfit Classic 1,6mm Micro Perfo;;-;;;;ORF;
ORF.35814;Orfit Small Wrist - And Thumb Splint Orfit Classic 2mm Micro Perfo;;-;;;;ORF;
ORF.35815;Orfit Medium Wrist - And Thumb Splint Orfit Classic 2mm Micro Perfo;;-;;;;ORF;
ORF.35816;Orfit Large Wrist - And Thumb Splint Orfit Classic 2mm Micro Perfo;;-;;;;ORF;
ORF.35817KL;Orfit Left Ulnar Drift Splint Orfit CL 3,2mm Non Perfo ST;;-;;;;ORF;
ORF.35817KR;Orfit Right Ulnar Drift Splint Orfit CL 3,2mm Non Perfo ST;;-;;;;ORF;
ORF.35818;Orfit X-Small Dorsal Cock-Up Splint Orfit Classic 3,2mm Stiff;;-;;;;ORF;
ORF.35820;Orfit Small Dorsal Cock-Up Splint Orfit Classic 3,2mm Stiff;;-;;;;ORF;
ORF.35821;Orfit Medium Dorsal Cock-Up Splint Orfit Classic 3,2mm Stiff;;-;;;;ORF;
ORF.35822;Orfit Large Dorsal Cock-Up Splint Orfit Classic 3,2mm Stiff;;-;;;;ORF;
ORF.35830;Orfit Small Gauntlet Immobil Splint Orfit Classic 2mm Micro Perfo;;-;;;;ORF;
ORF.35831;Orfit Medium Gauntlet Immobil Splint Orfit Classic 2mm Micro Perfo;;-;;;;ORF;
ORF.35832;Orfit Large Gauntlet Immobil Splint Orfit Classic 2mm Micro Perfo;;-;;;;ORF;
ORF.35840;Orfit Small Rheumatoid HandsSplint;;-;;;;ORF;
ORF.35841;Orfit Medium Rheumatoid HandsSplint;;-;;;;ORF;
ORF.35842;Orfit Large Rheumatoid HandsSplint;;-;;;;ORF;
ORF.35850;Orfit Small Intrinsic+Resting Splint Orfit CL 3,2mm Non-Perfo SO;;-;;;;ORF;
ORF.35851;Orfit Medium Intrinsic+Resting Splint Orfit CL 3,2mm Non-Perfo SO;;-;;;;ORF;
ORF.35852;Orfit Large Intrinsic+Resting Splint Orfit CL 3,2mm Non-Perfo SO;;-;;;;ORF;
ORF.35870;Orfit Small Anti-Spastic SPL No.1 Orfit CL 3,2mm Non Perfo ST;;-;;;;ORF;
ORF.35871;Orfit Medium Anti-Spastic SPL No.1 Orfit CL 3,2mm Non Perfo ST;;-;;;;ORF;
ORF.35872;Orfit Large Anti-Spastic SPL No.1 Orfit CL 3,2mm Non Perfo ST;;-;;;;ORF;
ORF.35900;Orfit Small Complete Thumb Splint Orfit Classic 2mm Micro Perfo;;-;;;;ORF;
ORF.35901;Orfit Medium Complete Thumb Splint Orfit Classic 2mm Micro Perfo;;-;;;;ORF;
ORF.35902;Orfit Large Complete Thumb Splint Orfit Classic 2mm Micro Perfo;;-;;;;ORF;
ORF.35910;Orfit Small Intrinsic AntiSpastic SPL Orfit CL 3,2mm Mini Perfo ST;;-;;;;ORF;
ORF.35911;Orfit Medium Intrinsic AntiSpastic SPL Orfit CL 3,2mm Mini Perfo ST;;-;;;;ORF;
ORF.35912;Orfit Large Intrinsic AntiSpastic SPL Orfit CL 3,2mm Mini Perfo ST;;-;;;;ORF;
ORF.35980/OB;Orfit XX Small AFO Orthosis OrfiBrace;;-;;;;ORF;
ORF.35981/OB;Orfit X Small AFO Orthosis OrfiBrace;;-;;;;ORF;
ORF.35982/OB;Orfit Small AFO Orthosis OrfiBrace;;-;;;;ORF;
ORF.35983/OB;Orfit Medium AFO Orthosis OrfiBrace;;-;;;;ORF;
ORF.35984/OB;Orfit Large AFO Orthosis OrfiBrace;;-;;;;ORF;
ORF.4030;Orfit ORFICAST Thermoplastic Tape BLUE 3cmx3m;;-;;;;ORF;
ORF.4030Z;Orfit ORFICAST Thermoplastic Tape BLACK 3cm x 3m;;-;;;;ORF;
ORF.4032;Orfit ORFICAST Thermoplastic Tape BLUE 6cm x 3m;;-;;;;ORF;
ORF.4032Z;Orfit ORFICAST Thermoplastic Tape BLACK 6cm x 3m;;-;;;;ORF;
ORF.8332.SO2;Orfit CLASSIC (soft) 1.6mm/ micro perfo/ 45cm x 60cm;;-;;;;ORF;
ORF.8332.SO2/NS;Orfit NS (soft) 1.6mm/ micro perfo/ 45cm x 60cm;;-;;;;ORF;
ORF.8333.SO3;Orfit CLASSIC (soft) 2.0mm/ maxi perfo/ 45cm x 60cm;;-;;;;ORF;
ORF.8333.SO3/NS;Orfit NS (soft) 2.0mm/ maxi perfo/ 45cm x 60cm;;-;;;;ORF;
ORF.8334.SO3;Orfit CLASSIC (soft) 3.2mm/ maxi perfo/ 45cm x 60cm;;-;;;;ORF;
ORF.8334.SO3/NS;Orfit NS (soft) 3.2mm/ maxi perfo/ 45cm x 60cm;;-;;;;ORF;
ORF.8854.6;Orfit ORFIBRACE Sheet 3.0mm/ macro perfo/ 60cm x 90cm;;-;;;;ORF;
ORF.8934N.4;Orfit ECO 3.2mm/ mini perfo/ 45cm 60cm;;-;;;;ORF;
ORF.8934Z.4/NS;Orfit ECO BLACK NS 3.2mm/ mini perfo/ 45cm x 60cm;;-;;;;ORF;
ORF.8938N.4;Orfit ECO 2.4mm/ mini perfo/ 45cm x 60cm;;-;;;;ORF;
ORF.8938Z.4/NS;Orfit ECO BLACK NS 2.4mm/ mini perfo/ 45cm x 60cm;;-;;;;ORF;
ORT.2LBB.L;Ortec G2 Low Back Brace Nr.L;;-;;;;ORT;
ORT.310BB.L;Ortec 310 Back Brace Nr. L;;-;;;Unit;ORT;
ORT.310BB.M;Ortec 310 Back Brace Nr. M;;-;;;Unit;ORT;
ORT.310BB.XL;Ortec 310 Back Brace Nr. XL;;-;;;Unit;ORT;
ORT.BW-C.L;Ortec BW - Corset Nr. L;;-;;;Unit;ORT;
ORT.BW-C.M;Ortec BW - Corset Nr. M;;-;;;;ORT;
ORT.BW-C.S;Ortec BW - Corset Nr. S;;-;;;;ORT;
ORT.BW-C.XL;Ortec BW - Corset Nr. XL;;-;;;Unit;ORT;
ORT.C ROM KB (Separated) L;Ortec Cadena Rom Knee Brace ( Separated ) LEFT;;-;;;Unit;ORT;
ORT.HB;Ortec Heating Board;;-;;;Unit;ORT;
ORT.OK ROM KB (ACL/PCL) L.L;Ortec OK ROM Knee Brace ( ACL / PCL ) Left Nr.L;;-;;;Unit;ORT;
ORT.OT-C.XL;Ortec OT - Corset Nr.XL;;-;;;Unit;ORT;
ORT.TLSO-M.L;Ortec T.L.S.O - Man Nr.L;;-;;;Unit;ORT;
OTH.112;ALADDIN Bleaching Enhancer Set ;;-;;;;OTH;
OTH.125;Clever Chek TD 3215 2-In-1                            SUDAH TIDAK JUAL;;-;;;;OTH;
OTH.131;Curret Set(1x1)                                             SUDAH TIDAK JUAL;;-;;;;OTH;
OTH.146;Sthetoscope Double Head;;-;;;;OTH;
OTH.147;Sthetoscope Sprauge Rappaport;;-;;;;OTH;
OTH.149;Suction Unit OP-108(1x1);;-;;;;OTH;
OTH.150;Suction Unit Europac(1x1);;-;;;;OTH;
OTH.151;Suction Unit Europac Elite(1x1);;-;;;;OTH;
OTH.152;Suction Unit Hi-Vac(1x1);;-;;;;OTH;
OTH.153;Suction Unit P-9(1x1);;-;;;;OTH;
OTH.168;Trolly USG Landwid(1x1)                                    SUDAH TIDAK JUAL;;-;;;;OTH;
OTH.169;Trolley Medication/SMC-N400                              SUDAH TIDAK JUAL;;-;;;;OTH;
OTH.170;Trolley Emergency Cart SEC-N100-3                                        SUDAH TIDAK JUAL;;-;;;;OTH;
OTH.175;Vaginal Probe (1x1);;-;;;;OTH;
OTH.178;Sklar Minor Basic Set;;-;;;;OTH;
OTH.179;Sklar Partus Set;;-;;;;OTH;
OTH.180;Sklar Midwifery Set;;-;;;;OTH;
OTH.184;"Cybird"" Curing Light Set(Type A) (1x1)";;-;;;;OTH;
OTH.186;"Denjector""Electric Injector Syringe Set";;-;;;;OTH;
OTH.21384;Flat Washer;;-;;;;OTH;
OTH.27308;LCD Cable for Intelect Advanced;;-;;;;OTH;
OTH.330;Nitric Oxyde :1.000ppm balance Nitrogen kapasitas 1,5 M3;;-;;;;OTH;
OTH.331;Oxygen Medical kapasitas 1,5 M3;;-;;;;OTH;
OTH.334;Bandage Scissors for Orfit;;-;;;;OTH;
OTH.335;Sharp Scissors - Not Curved for Orfit;;-;;;;OTH;
OTH.336;Gingher Shears for Orfit;;-;;;;OTH;
OTH.337;Handuk for Orfit;;-;;;;OTH;
OTH.47823;Spring Mounting Screw;;-;;;;OTH;
OTH.47846;Screw (Middle Spring);;-;;;;OTH;
OTH.47851;Screw (Selenoid Mounting);;-;;;;OTH;
OTH.BAT-9Volt;Baterai 522 9Volt;;-;;;;OTH;
OTH.BAT-AA;Baterai AA;;-;;;;OTH;
OTH.BAT-AAA;Baterai AAA;;-;;;;OTH;
OTH.BAT-Coin;Baterai Lithium Coin;;-;;;;OTH;
OTH.CO2-1K;Gas Carbondioxide (CO2) + Cylinder ( 1 kg );;-;;;;OTH;
OTH.CO2-25K;Gas Carbondioxide (CO2) + Cylinder (25kg);;-;;;;OTH;
OTH.CO2-4K;Gas Carbondioxide (CO2) + Cylinder (4kg);;-;;;;OTH;
OTH.HIGH-PRCYL;High Pressure Cylinder 10 Liter;;-;;;;OTH;
OTH.LAKBAN;Lakban;;-;;;;OTH;
OTH.LDT;Lancing Device (GC);;AKL 11603718001;;;;OTH;
OTH.STD.GAS; Standard Gas Mixed (Gas NO 1000ppm);;-;;;;OTH;
OTH.TOPED COPA-M;Kettler Copa M Statik Bike;;-;;;;OTH;
OTH.TOPED.CON-BS;Connector Gas Outlet OXYGEN, type BS (UK);;-;;;;OTH;
OTH.TOPED.CON-CHM;Connector Gas Outlet OXYGEN, type CHEMETRON;;-;;;;OTH;
OTH.TOPED.CON-CIG;Connector Gas Outlet OXYGEN, type CIG (AUS);;-;;;;OTH;
OTH.TOPED.CON-JISS;Connector Gas Outlet OXYGEN, type JISS (JAP);;-;;;;OTH;
OTH.TOPED.CON-OHM;Connector Gas Outlet OXYGEN, type OHMEDA (USA);;-;;;;OTH;
OTH.TOPED.ECO-M;KETTLER Ecobike M (Static Bike);;-;;;;OTH;
OTH.TOPED.ECO-P;KETTLER Ecobike P (Static Bike);;-;;;;OTH;
OTH.TOPED.ECO-XS;KETTLER Ecobike XS (Static Bike);;-;;;;OTH;
OTH.TOPED.UPS-PROLINK1200VA;UPS ProLink 1200VA;;-;;;;OTH;
OTH.TOPED14769;Fan For SWD100;;-;;;;OTH;
OTH.TOPED-NOD;GEA Nasal Oxygen Cannula;;AKL 10403515521;18/03/23;;;OTH;
OTH.TRO.CO2.4kg;Trolly For Gas CO2 4kg;;-;;;;OTH;
OTH113;BF-510S Pocket Fetal Doppler Shenzhen Bestment;;-;;;;OTH;
OTH139;BF-510 Pocket Fetal Doppler Shenzhen Bestment;;-;;;;OTH;
OTH207;Goggles Clear;;-;;;Aksesoris;OTH;
OTH208;Gunting Jaringan;;-;;;Aksesoris;OTH;
PAL.CO14R;Refill Carbondioxide (CO2) 1/4 m_;;-;;;;PAL;
PAP.112E;Paper Roll 112mm for ECG 6ch;;-;;;;PAP;
PAP.210E;Paper Roll 210mm for ECG 12ch;;-;;;;PAP;
PAP.5020;Paper Roll Thermal 50x20mm for 800B;;-;;;;PAP;
PAP.5755;Paper Roll Thermal 57x55mm for PTS printer;;-;;;;PAP;
PAP.80E;Paper Roll 80mm for ECG 3ch;;-;;;;PAP;
PAR.HDC24;UltraScope Adult 24-Head Display Case Black;;-;;;Aksesoris;PAR;
PAR.MBK;MAXIScope Special Color BLACK;;-;;;Unit;PAR;
PAR.MBU;MAXIScope Special Color BURGUNDY;;-;;;Unit;PAR;
PAR.MGO;MAXIScope Special Color GOLD;;-;;;Unit;PAR;
PAR.MGR;MAXIScope Special Color GREEN;;-;;;Unit;PAR;
PAR.MHP;MAXIScope Special Color HOT PINK;;-;;;Unit;PAR;
PAR.MLA;MAXIScope Special Color LAVENDER;;-;;;Unit;PAR;
PAR.MLB;MAXIScope Special Color LIGHT BLUE;;-;;;Unit;PAR;
PAR.MLG;MAXIScope Special Color LIGHT GREEN;;-;;;Unit;PAR;
PAR.MLP;MAXIScope Special Color LIGHT PINK;;-;;;Unit;PAR;
PAR.MNA;MAXIScope Special Color NAVY;;-;;;Unit;PAR;
PAR.MOR;MAXIScope Special Color ORANGE;;-;;;Unit;PAR;
PAR.MPU;MAXIScope Special Color PURPLE;;-;;;Unit;PAR;
PAR.MRB;MAXIScope Special Color ROYAL BLUE;;-;;;Unit;PAR;
PAR.MRD;MAXIScope Special Color RED;;-;;;Unit;PAR;
PAR.MTE;MAXIScope Special Color TEAL;;-;;;Unit;PAR;
PAR.MWH;MAXIScope Special Color WHITE;;-;;;Unit;PAR;
PAR.MYE;MAXIScope Special Color YELLOW;;-;;;Unit;PAR;
PAR.TUB.BK;Ultrascope Tubing BLACK;;-;;;Unit;PAR;
PAR.TUB.BU;Ultrascope Tubing BURGUNDY;;-;;;Unit;PAR;
PAR.TUB.GR;Ultrascope Tubing GREEN;;-;;;Unit;PAR;
PAR.TUB.HP;Ultrascope Tubing HOT PINK;;-;;;Unit;PAR;
PAR.TUB.LA;Ultrascope Tubing LAVENDER;;-;;;Unit;PAR;
PAR.TUB.LB;Ultrascope Tubing LIGHT BLUE;;-;;;Unit;PAR;
PAR.TUB.LG;Ultrascope Tubing LIGHT GREEN;;-;;;Unit;PAR;
PAR.TUB.LP;Ultrascope Tubing LIGHT PINK;;-;;;Unit;PAR;
PAR.TUB.NA;Ultrascope Tubing NAVY BLUE;;-;;;Unit;PAR;
PAR.TUB.OR;Ultrascope Tubing ORANGE;;-;;;Unit;PAR;
PAR.TUB.PU;Ultrascope Tubing PURPLE;;-;;;Unit;PAR;
PAR.TUB.RB;Ultrascope Tubing ROYAL BLUE;;-;;;Unit;PAR;
PAR.TUB.RD;Ultrascope Tubing RED;;-;;;Unit;PAR;
PAR.TUB.TE;Ultrascope Tubing TEAL;;-;;;Unit;PAR;
PAR.TUB.YE;Ultrascope Tubing YELLOW;;-;;;Unit;PAR;
PAR.UA001LG;UltraScope Adult Design 001 LIGHT GREEN;;-;;;Unit;PAR;
PAR.UA003RD;UltraScope Adult Design 003 RED;;-;;;Unit;PAR;
PAR.UA004PU;UltraScope Adult Design 004 PURPLE;;-;;;Unit;PAR;
PAR.UA005BK;UltraScope Adult Design 005 BLACK;;-;;;Unit;PAR;
PAR.UA005GR;UltraScope Adult Design 005 GREEN;;-;;;Unit;PAR;
PAR.UA005HP;UltraScope Adult Design 005 HOT PINK;;-;;;Unit;PAR;
PAR.UA006RD;UltraScope Adult Design 006 RED;;-;;;Unit;PAR;
PAR.UA007BU;UltraScope Adult Design 007 BURGUNDY;;-;;;Unit;PAR;
PAR.UA008TE;UltraScope Adult Design 008 TEAL;;-;;;Unit;PAR;
PAR.UA009NA;UltraScope Adult Design 009 NAVY BLUE;;-;;;Unit;PAR;
PAR.UA009RB;UltraScope Adult Design 009 ROYAL BLUE;;-;;;Unit;PAR;
PAR.UA010BK;UltraScope Adult Design 010 BLACK;;-;;;Unit;PAR;
PAR.UA010TE;UltraScope Adult Design 010 TEAL;;-;;;Unit;PAR;
PAR.UA011PU;UltraScope Adult Design 011 PURPLE;;-;;;Unit;PAR;
PAR.UA012BU;UltraScope Adult Design 012 BURGUNDY;;-;;;Unit;PAR;
PAR.UA012GR;UltraScope Adult Design 012 GREEN;;-;;;Unit;PAR;
PAR.UA012RB;UltraScope Adult Design 012 ROYAL BLUE;;-;;;Unit;PAR;
PAR.UA013BK;UltraScope Adult Design 013 BLACK;;-;;;Unit;PAR;
PAR.UA014PU;UltraScope Adult Design 014 PURPLE;;-;;;Unit;PAR;
PAR.UA015;UltraScope Adult Design 015;;-;;;Unit;PAR;
PAR.UA015TE;UltraScope Adult Design 015 TEAL;;-;;;Unit;PAR;
PAR.UA017NA;UltraScope Adult Design 017 NAVY;;-;;;Unit;PAR;
PAR.UA017RB;UltraScope Adult Design 017 ROYAL BLUE;;-;;;Unit;PAR;
PAR.UA020TE;UltraScope Adult Design 020 TEAL;;-;;;Unit;PAR;
PAR.UA021OR;UltraScope Adult Design 021 ORANGE;;-;;;Unit;PAR;
PAR.UA022OR;UltraScope Adult Design 022 ORANGE;;-;;;Unit;PAR;
PAR.UA023BK;UltraScope Adult Design 023 BLACK;;-;;;Unit;PAR;
PAR.UA024RB;UltraScope Adult Design 024 ROYAL BLUE;;-;;;Unit;PAR;
PAR.UA026GR;UltraScope Adult Design 026 GREEN;;-;;;Unit;PAR;
PAR.UA026HPBK;UltraScope Adult Design 026 HOT PINK-BLACK;;-;;;Unit;PAR;
PAR.UA026RBWH;UltraScope Adult Design 026 ROYAL BLUE-WHITE;;-;;;Unit;PAR;
PAR.UA027LP;UltraScope Adult Design 027 LIGHT PINK;;-;;;Unit;PAR;
PAR.UA028PU;UltraScope Adult Design 028 PURPLE;;-;;;Unit;PAR;
PAR.UA029PU;UltraScope Adult Design 029 PURPLE;;-;;;Unit;PAR;
PAR.UA032RB;UltraScope Adult Design 032 ROYAL BLUE;;-;;;Unit;PAR;
PAR.UA033LG;UltraScope Adult Design 033 LIGHT GREEN;;-;;;Unit;PAR;
PAR.UA033RB;UltraScope Adult Design 033 ROYAL BLUE;;-;;;Unit;PAR;
PAR.UA035RB;UltraScope Adult Design 035 ROYAL BLUE;;-;;;Unit;PAR;
PAR.UA036OR;UltraScope Adult Design 036 ORANGE;;-;;;Unit;PAR;
PAR.UA036RB;UltraScope Adult Design 036 ROYAL BLUE;;-;;;Unit;PAR;
PAR.UA037LP;UltraScope Adult Design 037 LIGHT PINK;;-;;;Unit;PAR;
PAR.UA037TE;UltraScope Adult Design 037 TEAL;;-;;;Unit;PAR;
PAR.UA038LA;UltraScope Adult Design 038 LAVENDER;;-;;;Unit;PAR;
PAR.UA038LB;UltraScope Adult Design 038 LIGHT BLUE;;-;;;Unit;PAR;
PAR.UA038LP;UltraScope Adult Design 038 LIGHT PINK;;-;;;Unit;PAR;
PAR.UA039HP;UltraScope Adult Design 039 HOT PINK;;-;;;Unit;PAR;
PAR.UA040RB;UltraScope Adult Design 040 ROYAL BLUE;;-;;;Unit;PAR;
PAR.UA041HP;UltraScope Adult Design 041 HOT PINK;;-;;;Unit;PAR;
PAR.UA042GR;UltraScope Adult Design 042 GREEN;;-;;;Unit;PAR;
PAR.UA043TE;UltraScope Adult Design 043 TEAL;;-;;;Unit;PAR;
PAR.UA044NA;UltraScope Adult Design 044 NAVY;;-;;;Unit;PAR;
PAR.UA044RB;UltraScope Adult Design 044 ROYAL BLUE;;-;;;Unit;PAR;
PAR.UA044RD;UltraScope Adult Design 044 RED;;-;;;Unit;PAR;
PAR.UA046HP;UltraScope Adult Design 046 HOT PINK;;-;;;Unit;PAR;
PAR.UA046LA;UltraScope Adult Design 046 LAVENDER;;-;;;Unit;PAR;
PAR.UA046LB;UltraScope Adult Design 046 LIGHT BLUE;;-;;;Unit;PAR;
PAR.UA046LP;UltraScope Adult Design 046 LIGHT PINK;;-;;;Unit;PAR;
PAR.UA046YE;UltraScope Adult Design 046 YELLOW;;-;;;Unit;PAR;
PAR.UA047RD;UltraScope Adult Design 047 RED;;-;;;Unit;PAR;
PAR.UA048LG;UltraScope Adult Design 048 LIGHT GREEN;;-;;;Unit;PAR;
PAR.UA048PU;UltraScope Adult Design 048 PURPLE;;-;;;Unit;PAR;
PAR.UA049BK;UltraScope Adult Design 049 BLACK;;-;;;Unit;PAR;
PAR.UA050PU;UltraScope Adult Design 050 PURPLE;;-;;;Unit;PAR;
PAR.UA051NA;UltraScope Adult Design 051 NAVY;;-;;;Unit;PAR;
PAR.UA051RB;UltraScope Adult Design 051 ROYAL BLUE;;-;;;Unit;PAR;
PAR.UA052LG;UltraScope Adult Design 052 LIGHT GREEN;;-;;;Unit;PAR;
PAR.UA052YE;UltraScope Adult Design 052 YELLOW;;-;;;Unit;PAR;
PAR.UA057OR;UltraScope Adult Design 057 ORANGE;;-;;;Unit;PAR;
PAR.UA060LA;UltraScope Adult Design 060 LAVENDER;;-;;;Unit;PAR;
PAR.UA061LP;UltraScope Adult Design 061 LIGHT PINK;;-;;;Unit;PAR;
PAR.UA062LG;UltraScope Adult Design 062 LIGHT GREEN;;-;;;Unit;PAR;
PAR.UA063RB;UltraScope Adult Design 063 ROYAL BLUE;;-;;;Unit;PAR;
PAR.UA065YE;UltraScope Adult Design 065 YELLOW;;-;;;Unit;PAR;
PAR.UA066HP;UltraScope Adult Design 066 HOT PINK;;-;;;Unit;PAR;
PAR.UA067HP;UltraScope Adult Design 067 HOT PINK;;-;;;Unit;PAR;
